Date,Recorder,Location,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,Fleabane,Pulicaria dysenterica,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,Long leaves,Centaurea nigra s.l.,25,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,12,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,Stellaria graminea,Cerastium fontanum,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,"Yellow flowers, spear-like leaves",Crepis paludosa,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,vetch,Vicia tetrasperma,0.1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,2,senesced grass,senesced grass,40,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Grass 1 - cocksfoot,Dactylis glomerata,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Grass 2 - Holcus lanatus,Holcus lanatus,65,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Grass 3 - Agrostis capillaris,Agrostis capillaris,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Grass 4 ?,Arrhenatherum elatius,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Fleabane,Pulicaria dysenterica,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Long leaves,Centaurea nigra s.l.,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,"Yellow flowers, spear-like leaves",Crepis paludosa,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Stellaria graminea,Cerastium fontanum,8,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,Trifolium dubium,Trifolium dubium,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,senesced grass,senesced grass,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,3,round wrinkled leaves,Senecio jacobaea,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Grass 1 - cocksfoot,Dactylis glomerata,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Grass 2 - Holcus lanatus,Holcus lanatus,80,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Grass 3 - Agrostis capillaris,Agrostis capillaris,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Fleabane,Pulicaria dysenterica,4,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Long leaves,Centaurea nigra s.l.,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,"Yellow flowers, spear-like leaves",Crepis paludosa,3,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Stellaria graminea,Cerastium fontanum,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,Trifolium dubium,Trifolium dubium,0.1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,small clump wrinkled leaves,Senecio jacobaea,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,dead twig shrub,dead shrub,4,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,oak sapling,Quercus robur,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,dead leaves,dead leaves,3,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,113,4,senesced grass,senesced grass,25,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,1,Holcus lanatus,Holcus lanatus,85,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,1,Thistle,Cirsium arvense,45,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,1,senesced grass,senesced grass,20,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,1,dead leaves,dead leaves,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,1,Grass 2 - Agrostis capillaris,Agrostis stolonifera,2,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,Holcus lanatus,Holcus lanatus,95,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,Thistle,Cirsium arvense,25,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,Potentilla reptans,Potentilla reptans,10,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,senesced grass,senesced grass,15,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,dead leaves,dead leaves,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,Grass 3 - soft brome,Bromus hordeaceus,0.1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,2,damaged leaves,leaves,1,damaged,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,Holcus lanatus,Holcus lanatus,80,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,Thistle,Cirsium arvense,15,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,Grass 3 - soft brome,Bromus hordeaceus,1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,White clover,Trifolium repens,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,"square stem, alternating leaves",Parentucellia viscosa,0.5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,Little shoot,shoot,0.5,too small to ID,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,moss,moss,0.1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,Grass 2 - Agrostis capillaris,Agrostis stolonifera,2,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,dead thistle,Cirsium arvense,2,dead,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,senesced grass,senesced grass,40,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,3,"Hairy stem, alternating leaves",Senecio erucifolius,8,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,4,Holcus lanatus,Holcus lanatus,60,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,4,Thistle,Cirsium arvense,50,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,4,senesced grass,senesced grass,50,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,111,4,Grass 3 - soft brome,Bromus hordeaceus,1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,Bracken,bracken,35,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,dead bracken,dead bracken,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,sapling (hazel?),Corylus avellana,35,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,fluffy paired leaves,Veronica chamaedrys,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,Ragwort,Senecio jacobaea,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,Grass 1 - Agrostis capillaris,Agrostis capillaris,85,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,heart shaped leaves,Viola riviniana,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,"very hairy stem, 3 leaves",Potentilla sterilis,10,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,Stellaria graminea,Cerastium fontanum,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,1,senesced grass,senesced grass,40,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,dead bracken,dead bracken,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,Bracken,bracken,50,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,fluffy paired leaves,Veronica chamaedrys,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,Grass 1 - Agrostis capillaris,Agrostis capillaris,85,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,heart shaped leaves,Viola riviniana,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,"very hairy stem, 3 leaves",Potentilla sterilis,8,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,Grass 2 - Timothy,Phleum bertolonii,0.1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,Stellaria graminea,Cerastium fontanum,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,Ragwort,Senecio jacobaea,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,"Skinny, yellow flowers",Hypericum perforatum,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,vetch (pale blue?),Vicia tetrasperma,0.1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,2,senesced grass,senesced grass,15,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,fluffy paired leaves,Veronica chamaedrys,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,heart shaped leaves,Viola riviniana,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,"very hairy stem, 3 leaves",Potentilla sterilis,10,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,Grass 1 - Agrostis capillaris,Agrostis capillaris,95,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,Grass 3 - Holcus lanatus,Holcus lanatus,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,Bramble,Rubus fruticosus,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,senesced grass,senesced grass,60,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,Grass 4 - senesced brome?,Bromus hordeaceus,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,3,Grass 2 - Timothy,Phleum bertolonii,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,fluffy paired leaves,Veronica chamaedrys,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,heart shaped leaves,Viola riviniana,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,"very hairy stem, 3 leaves",Potentilla sterilis,15,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,Grass 1 - Agrostis capillaris,Agrostis capillaris,90,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,Grass 3 - Holcus lanatus,Holcus lanatus,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,Fallen oak leaves,Quercus robur,5,dead,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,dead flowers,Hypericum perforatum,2,possibly,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,just leaves - damaged,Hypericum perforatum,0.1,damaged,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,Knepp,N,NA,222,4,senesced grass,senesced grass,60,,best.worms.spinners,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,roses,Rubus ulmifolius,0,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,oak - robur,Quercus robur,0,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,dead leaves,dead leaves,95,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,bare soil,bare soil,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,shoots = woody rosaceae seedling 3,Rosaceae sp,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,roses,Rubus ulmifolius,10,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,thorns,Prunus spinosa,15,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,round leaves sapling,Urtica dioica,1,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122*,NA,sticks,sticks,55,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,nettle,Urtica dioica,39,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,bare soil,bare soil,20,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,dead leaves,dead leaves,30,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,sticks,sticks,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,grass?,Agrostis stolonifera,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,moss,moss,20,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,shoots = woody rosaceae seedling 3,Rosaceae sp,6,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,1,"shoots 3 - small, dark green",leaves,1,too small to ID,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,nettle,Urtica dioica,26,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,bare soil,bare soil,45,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,dead leaves,dead leaves,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,sticks,sticks,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,grass?,Agrostis stolonifera,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,moss,moss,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,shoots = woody rosaceae seedling 3,Rosaceae sp,4,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,shoots 5 - lobed leaves,Crataegus monogyna,1,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,2,shoots 6 - clumped paired leaves,Veronica serpyllifolia,6,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,Rose trees - no thorns?,Rubus ulmifolius,0,overhang - 50,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,nettle,Urtica dioica,33,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,bare soil,bare soil,45,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,dead leaves,dead leaves,8,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,sticks,sticks,8,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,grass?,Agrostis stolonifera,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,senesced grass,senesced grass,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,shoots = woody rosaceae seedling 3,Rosaceae sp,2,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,lichen on sticks,lichen,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,3,"shoots 7 - denser, paired, darker green, pointy ends",Prunella vulgaris,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,Rose trees - no thorns?,Rubus ulmifolius,0,overhang - 50,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,nettle,Urtica dioica,25,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,bare soil,bare soil,25,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,dead leaves,dead leaves,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,sticks,sticks,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,lichen on sticks,lichen,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,senesced grass,senesced grass,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,moss,moss,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,shoots = woody rosaceae seedling 3,Rosaceae sp,4,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,pale green - tiny purple flower,Epilobium palustre,1,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,Rumex sp?,Rumex obtusifolius,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,"single, little green leaves",leaves,2,too small to ID,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,122,4,Ragwort,Senecio jacobaea,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,Grass 1 - Agrostis capillaris,Agrostis capillaris,95,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,Grass 2 - Lolium perenne,Lolium perenne,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,thistle,Cirsium arvense,4,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,R repens,Ranunculus repens,8,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,White clover,Trifolium repens,12,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,1,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,Grass 1 - Agrostis capillaris,Agrostis capillaris,30,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,Grass 2 - Lolium perenne,Lolium perenne,5,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,Holcus lanatus,Holcus lanatus,50,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,thistle,Cirsium arvense,5,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,R repens,Ranunculus repens,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,White clover,Trifolium repens,7,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,Grass 5 - Arrhenatherum elatius,Arrhenatherum elatius,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,senesced grass,senesced grass,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,2,"Grass 6 - small single spiklets, soft brome?",Bromus hordeaceus,0.5,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,Grass 1 - Agrostis capillaris,Agrostis capillaris,75,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,Grass 2 - Lolium perenne,Lolium perenne,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,Holcus lanatus,Holcus lanatus,20,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,thistle,Cirsium arvense,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,R repens,Ranunculus repens,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,White clover,Trifolium repens,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,Grass 5 - Arrhenatherum elatius,Arrhenatherum elatius,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,3,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,Grass 1 - Agrostis capillaris,Agrostis capillaris,70,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,Holcus lanatus,Holcus lanatus,20,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,thistle,Cirsium arvense,12,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,R repens,Ranunculus repens,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,White clover,Trifolium repens,3,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Y,222,4,Ragwort,Senecio jacobaea,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,Hawthorn ,Crataegus monogyna,0,overhang - 50 abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,Ash?,Fraxinus excelsior,0,overhang - 50 abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,mud,mud,25,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,sticks,sticks,40,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,moss,moss,10,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,sedge,Carex remota,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133*,NA,Galium sp,Galium aparine,1,abandoned site,,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,grass sp?,Brachypodium sylvaticum,85,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,bramble,Rubus fruticosus,25,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,paired fluffy leaves,Veronica chamaedrys,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,lobed 3 leaves,Geranium robertianum,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,senesced grass,senesced grass,80,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,1,Galium aparine,Galium aparine,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,grass sp?,Brachypodium sylvaticum,70,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,bramble,Rubus fruticosus,25,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,paired fluffy leaves,Veronica chamaedrys,2,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,Geranium leaves,Glechoma hederacea,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,lobed 3 leaves,Geranium robertianum,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,senesced grass,senesced grass,85,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,very damaged leaf,leaves,0.5,damaged,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,2,wilty tiny thiing,leaves,0.1,too small to ID,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,grass sp?,Brachypodium sylvaticum,55,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,Holcus lanatus,Holcus lanatus,10,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,bramble,Rubus fruticosus,35,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,paired fluffy leaves,Veronica chamaedrys,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,lobed 3 leaves,Geranium robertianum,2,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,Knepp,S,Z,133,3,dead stem,dead stem,1,,curtains.footballers.furnish,
