Date,Recorder,Location,Site,Block,Group,Plot,Quadrant,Species,Cover,Notes
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,321,4,Poa trivialis,6,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,321,4,Festuca rubra,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,321,4,Agrostis stolonifera,49,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,1,Agrostis stolonifera,60,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,1,Bare ground,40,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,2,Bare ground,60,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,2,Agrostis stolonifera,37,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,2,Corylus avellana,3,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,3,Agrostis stolonifera,70,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,3,Corylus avellana,1,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,3,Poa trivialis,0.5,
01/06/2023,Rona Learmonth,Knepp,Knepp,M,0,323,3,Bare ground,29,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,4,Agrostis stolonifera,66,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,4,Bare ground,23,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,4,Poa trivialis,10,
01/06/2023,Megan Sherlock,Knepp,Knepp,M,0,323,4,Corylus avellana,1,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,1,Centaurea scabiosa,90,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,1,Poa trivialis,6,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,1,Geranium dissectum,4,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,2,Centaurea scabiosa,90,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,2,Cerastium arvense,0.5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,2,Geranium dissectum,2,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,2,Holcus lanatus,2,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,2,Poa trivialis,5.5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Centaurea scabiosa,15,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Poa trivialis,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Cirsium arvense,8,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Pulicaria dysenterica,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Cerastium arvense,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Festuca rubra,25,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Holcus lanatus,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Geranium dissectum,4,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,322,3,Bare ground,23,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,4,Centaurea scabiosa,80,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,4,Holcus lanatus,8,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,4,Geranium dissectum,1,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,4,Leucanthemum vulgare,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,322,4,Poa trivialis,7,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Cirsium arvense,6,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Holcus lanatus,10,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Ranunculus repens,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Geranium dissectum,2,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Festuca rubra,25,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Veronica serpyllifolia,12,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Poa pratensis,3,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Rumex obtusifolius,4,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Bare ground,20,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,1,Agrostis stolonifera,13,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Ranunculus acris,8,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Trifolium repens,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Holcus lanatus,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Agrostis stolonifera,35,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Festuca rubra,30,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Ranunculus repens,2,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Geranium dissectum,4,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,2,Veronica serpyllifolia,1,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,3,Holcus lanatus,8,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,3,Festuca rubra,35,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,3,Ranunculus repens,1,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,321,3,Agrostis stolonifera,56,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,4,Holcus lanatus,15,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,4,Trifolium repens,2,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,4,Ranunculus acris,2,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,4,Festuca rubra,40,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,321,4,Agrostis stolonifera,41,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,1,Bare ground,18,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,1,Trifolium repens,8,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,1,Poa trivialis,4,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,1,Agrostis stolonifera,70,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Pulicaria dysenterica,12,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Poa trivialis,3,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Festuca rubra,4,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Bare ground,15,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Trifolium repens,4,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Ranunculus repens,1,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,2,Agrostis stolonifera,61,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Rumex crispus,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Pulicaria dysenterica,15,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Poa trivialis,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Geranium dissectum,3,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Agrostis stolonifera,68,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Hedera helix,1,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Festuca rubra,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Y,311,3,Vicia sativa,3,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Rumex crispus,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Pulicaria dysenterica,25,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Ranunculus repens,8,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Trifolium repens,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Geranium dissectum,2,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Festuca rubra,12,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Y,311,4,Agrostis stolonifera,38,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,1,Pulicaria dysenterica,20,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,1,Poa pratensis,10,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,1,Holcus lanatus,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,1,Agrostis stolonifera,60,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,1,Rosa canina,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Pulicaria dysenterica,40,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Holcus lanatus,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Festuca rubra,25,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Bare ground,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Rumex crispus,5,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Geranium dissectum,1,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,2,Agrostis stolonifera,9,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Rosa canina,40,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Pulicaria dysenterica,30,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Ranunculus repens,1,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Poa trivialis,5,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Agrostis stolonifera,23,
01/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,222,3,Vicia sativa,1,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Rosa canina,20,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Pulicaria dysenterica,60,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Rumex crispus,4,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Festuca rubra,10,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Poa trivialis,2,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Trifolium repens,2,
01/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,222,4,Holcus lanatus,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Pulicaria dysenterica,25,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Lotus corniculatus,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Stellaria graminea,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Trifolium repens,8,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Holcus lanatus,6,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Festuca rubra,30,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,1,Agrostis stolonifera,30,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Prunus padus,25,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Rubus fruticosus,20,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Pulicaria dysenterica,15,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Geranium dissectum,7,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Holcus lanatus,4,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Agrostis stolonifera,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Festuca rubra,15,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Trifolium repens,1,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,2,Poa pratensis,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Pulicaria dysenterica,8,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Holcus lanatus,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Geranium dissectum,6,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Trifolium repens,15,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Stellaria graminea,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Festuca rubra,15,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,233,3,Agrostis stolonifera,50,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Rubus fruticosus,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Pulicaria dysenterica,8,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Geranium dissectum,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Trifolium repens,4,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Holcus lanatus,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Festuca rubra,40,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,233,4,Agrostis stolonifera,31,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Carex canescens,0.5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Pulicaria dysenterica,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Ranunculus repens,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Potentilla reptans,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Trifolium repens,7,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Poa trivialis,4,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Juncus effusus,8,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Bare ground,20,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Festuca rubra,15,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Agrostis stolonifera,24,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,1,Taraxacum officinale,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Rumex crispus,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Juncus effusus,15,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Ranunculus repens,4,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Pulicaria dysenterica,8,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Potentilla reptans,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Agrostis stolonifera,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Trifolium repens,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Bare ground,45,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Holcus lanatus,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Poa pratensis,1,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,2,Festuca rubra,3,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Pulicaria dysenterica,75,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Bare ground,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Ranunculus acris,8,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Potentilla reptans,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Ranunculus repens,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Rumex acetosa,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Dactylis glomerata,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Deschampsia cespitosa,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Vicia sepium,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Festuca rubra,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,322,3,Agrostis stolonifera,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Pulicaria dysenterica,35,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Vicia sepium,4,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Rumex crispus,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Rumex acetosa,4,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Ranunculus repens,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Galium aparine,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Ranunculus acris,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Juncus effusus,8,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Potentilla reptans,8,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Agrostis stolonifera,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Dactylis glomerata,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Bare ground,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,322,4,Geranium dissectum,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Pulicaria dysenterica,0.5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Bromus hordeaceus,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Senecio jacobaea,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Trifolium repens,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Bare ground,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Festuca rubra,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,1,Agrostis stolonifera,60,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Pulicaria dysenterica,20,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Dactylis glomerata,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Holcus lanatus,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Festuca rubra,40,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Agrostis stolonifera,29,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Trifolium repens,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,2,Senecio erucifolius,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Pulicaria dysenterica,30,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Senecio jacobaea,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Senecio erucifolius,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Holcus lanatus,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Bromus hordeaceus,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Festuca rubra,40,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,333,3,Agrostis stolonifera,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Pulicaria dysenterica,30,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Senecio erucifolius,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Bromus hordeaceus,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Senecio jacobaea,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Festuca rubra,16,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Holcus lanatus,3,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Vicia sepium,3,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Bare ground,16,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,333,4,Agrostis stolonifera,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Pulicaria dysenterica,20,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Bromus hordeaceus,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Holcus lanatus,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Trifolium repens,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Festuca rubra,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Vicia sepium,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Rosa canina,1,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Poa trivialis,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,1,Agrostis stolonifera,34,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Deschampsia cespitosa,6,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Bromus hordeaceus,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Pulicaria dysenterica,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Rumex crispus,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Geranium dissectum,4,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Vicia sepium,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Trifolium repens,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Festuca rubra,15,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Holcus lanatus,3,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,2,Agrostis stolonifera,31,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Trifolium repens,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Holcus lanatus,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Rosa canina,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Geranium dissectum,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Deschampsia cespitosa,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Festuca rubra,30,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Agrostis stolonifera,45,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,313,3,Vicia sepium,1,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Pulicaria dysenterica,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Trifolium repens,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Vicia sepium,1,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Deschampsia cespitosa,0.5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Festuca rubra,40,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,313,4,Agrostis stolonifera,30,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Dactylis glomerata,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Cirsium arvense,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Vicia sepium,1,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Stellaria graminea,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Agrostis stolonifera,63,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,1,Dead twigs,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Dactylis glomerata,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Phleum pratense,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Alopecurus pratensis,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Dead twigs,25,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Stellaria media,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Veronica serpyllifolia,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Poa trivialis,8,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,2,Agrostis stolonifera,32,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,3,Dactylis glomerata,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,3,Stellaria graminea,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,3,Phleum pratense,10,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,3,Festuca rubra,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,312,3,Agrostis stolonifera,60,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Dactylis glomerata,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Deschampsia cespitosa,8,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Phleum pratense,20,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Dead twigs,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Agrostis stolonifera,47,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,312,4,Taraxacum officinale,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Hedera helix,5,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Brachypodium sylvaticum,70,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Leaf litter,20,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Prunus spinosa,2,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Glechoma hederacea,1,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,1,Crataegus monogyna,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Hedera helix,60,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Galium aparine,10,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Crataegus monogyna,2,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Glechoma hederacea,4,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Brachypodium sylvaticum,7,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Prunus spinosa,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Leaf litter,5,
02/06/2023,Megan Sherlock,Knepp,Knepp,S,Z,311,2,Mercurialis perennis,7,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,3,Hedera helix,25,
02/06/2023,Rona Learmonth,Knepp,Knepp,S,Z,311,3,Glechoma hederacea,3,
